UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Surplus/(deficit) as a % of total income,-0.079
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.10099999999999999
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Staff costs as a % of total income,0.667
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Staff costs excl. pension adjustment as a % of total income,0.48700000000000004
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Premises costs as a % of total costs,0.05
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.06
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Unrestricted reserves as a % of total income,0.762
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,External borrowing as a % of total income,0.353
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure,411.0
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,493.0
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Ratio of current assets to current liabilities,0.9
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Net cash inflow from operating activities as a % of total income,0.091
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Net liquidity days,49.0
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Net liquidity days excl. pension adjustment,60.0
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,Debt service ratio,3.1
10007839,SAE Education Limited,England,South East,2021/22,Surplus/(deficit) as a % of total income,-0.07200000000000001
10007839,SAE Education Limited,England,South East,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.047
10007839,SAE Education Limited,England,South East,2021/22,Staff costs as a % of total income,0.542
10007839,SAE Education Limited,England,South East,2021/22,Staff costs excl. pension adjustment as a % of total income,0.516
10007839,SAE Education Limited,England,South East,2021/22,Premises costs as a % of total costs,0.08900000000000001
10007839,SAE Education Limited,England,South East,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.091
10007839,SAE Education Limited,England,South East,2021/22,Unrestricted reserves as a % of total income,-2.256
10007839,SAE Education Limited,England,South East,2021/22,External borrowing as a % of total income,1.9669999999999999
10007839,SAE Education Limited,England,South East,2021/22,Days ratio of total net assets to total expenditure,-768.0
10007839,SAE Education Limited,England,South East,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,-787.0
10007839,SAE Education Limited,England,South East,2021/22,Ratio of current assets to current liabilities,0.1
10007839,SAE Education Limited,England,South East,2021/22,Net cash inflow from operating activities as a % of total income,0.063
10007839,SAE Education Limited,England,South East,2021/22,Net liquidity days,37.0
10007839,SAE Education Limited,England,South East,2021/22,Net liquidity days excl. pension adjustment,38.0
10007839,SAE Education Limited,England,South East,2021/22,Debt service ratio,0.0
10007782,"St George's, University of London",England,London,2021/22,Surplus/(deficit) as a % of total income,-0.098
10007782,"St George's, University of London",England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.002
10007782,"St George's, University of London",England,London,2021/22,Staff costs as a % of total income,0.7240000000000001
10007782,"St George's, University of London",England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.625
10007782,"St George's, University of London",England,London,2021/22,Premises costs as a % of total costs,0.066
10007782,"St George's, University of London",England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.073
10007782,"St George's, University of London",England,London,2021/22,Unrestricted reserves as a % of total income,0.21
10007782,"St George's, University of London",England,London,2021/22,External borrowing as a % of total income,0.192
10007782,"St George's, University of London",England,London,2021/22,Days ratio of total net assets to total expenditure,94.0
10007782,"St George's, University of London",England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,103.0
10007782,"St George's, University of London",England,London,2021/22,Ratio of current assets to current liabilities,0.9
10007782,"St George's, University of London",England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.095
10007782,"St George's, University of London",England,London,2021/22,Net liquidity days,88.0
10007782,"St George's, University of London",England,London,2021/22,Net liquidity days excl. pension adjustment,98.0
10007782,"St George's, University of London",England,London,2021/22,Debt service ratio,3.5
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Surplus/(deficit) as a % of total income,0.035
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.098
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Staff costs as a % of total income,0.677
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Staff costs excl. pension adjustment as a % of total income,0.614
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Premises costs as a % of total costs,0.083
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.08900000000000001
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Unrestricted reserves as a % of total income,1.3940000000000001
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,External borrowing as a % of total income,0.0
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Days ratio of total net assets to total expenditure,527.0
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,564.0
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Ratio of current assets to current liabilities,5.9
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Net cash inflow from operating activities as a % of total income,0.095
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Net liquidity days,291.0
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Net liquidity days excl. pension adjustment,312.0
10008026,St Mary's University College,Northern Ireland,Northern Ireland,2021/22,Debt service ratio,11.0
10007843,"St Mary's University, Twickenham",England,London,2021/22,Surplus/(deficit) as a % of total income,0.008
10007843,"St Mary's University, Twickenham",England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.012
10007843,"St Mary's University, Twickenham",England,London,2021/22,Staff costs as a % of total income,0.6729999999999999
10007843,"St Mary's University, Twickenham",England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.669
10007843,"St Mary's University, Twickenham",England,London,2021/22,Premises costs as a % of total costs,0.055
10007843,"St Mary's University, Twickenham",England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.055
10007843,"St Mary's University, Twickenham",England,London,2021/22,Unrestricted reserves as a % of total income,2.017
10007843,"St Mary's University, Twickenham",England,London,2021/22,External borrowing as a % of total income,0.081
10007843,"St Mary's University, Twickenham",England,London,2021/22,Days ratio of total net assets to total expenditure,743.0
10007843,"St Mary's University, Twickenham",England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,747.0
10007843,"St Mary's University, Twickenham",England,London,2021/22,Ratio of current assets to current liabilities,1.7
